62616	Б. А. Садовской	Гоголь, «В синей с гербами карете...»	Д3	4	2	Это уж кучер таковский.\nВаша фамилия, чин?»  ―\n«Имя мне Гоголь-Яновский».  ―\n«Вы дворянин?»  ― «Дворянин».
62630	Б. А. Садовской	Варяги, «Старший поднялся на лодке...»	Д3	3	0	Старший поднялся на лодке:\nСходни народом кипят,\nЛица радушны и кротки,\nЗол и нерадостен взгляд.
63320	Д. Самойлов	«В воздухе есть напряженье...»	Д3	3	2	Наши бессмертные души\nЗреют не в нас, а вовне.\nИ, загораясь снаружи,\nПерегорают во мне.
64228	В. В. Князев	«Дети каменной неволи...»	Д3	4	2	Где вы, волны аромата\nРасцветающих полей?\nГде, в лазури небоската,\nВереницы журавлей?
64391	Н. Я. Агнивцев	Лото и любовь, «Барышня лучшая в мире...»	Д3	5	3	О, как люблю я вас!..  «Девять…\nТридцать один…  Двадцать шесть…\nВосемь…  Шестнадцать…»  А мне ведь\nНадо всего только: шесть…
65948	И. Северянин	На монастырском закате, «Если закат в позолоте...»	Д3	5	3	Мы и в трудах своих праздны, ―\nСмилуйся и пожалей!\nСам ты рассыпал соблазны\nВ дивной природе своей…
65965	И. Северянин	В гичке, «Речка, от ветра рябая...»	Д3	5	3	Все мне знакомо земное\nВ дымке особой земной:\nОзеро ли голубое,\nВзгляд ли очей голубой,
66716	Г. А. Шенгели	«Мокрая медная чашка...»	Д3	5	4	Чтобы упрямо и прямо\nДвинуться вновь по песку,\nЧтобы незрячая яма\nМне ослепила тоску!
66827	Г. А. Шенгели	Дистрофия, «Юных скликает Победа...»	Д3	6	1	Жидкой берлинской лазурью\nЖалкие жилки полны\nПод алебастровой хмурью,\nВтертой в висок тишины.
67215	В. К. Шилейко	«Седенький книжный торговец...»	Д3	2	1	Так утешительных мало ―\nТолько одна и мила:\n«Если бы молодость знала,\nЕсли бы старость могла!»
67460	М. М. Шкапская	Вечером, «Вечер печальный и зябкий...»	Д3	2	0	Вечер печальный и зябкий\nПлачет осенним листом.\nМягкие белые тряпки\nДелаю длинным бинтом.
67485	М. М. Шкапская	«Господи, все я приемлю –...»	Д3	2	0	Господи, все я приемлю ―\nВышла в назначенный срок,\nВ час предначертанный в землю\nЛягу в сырой уголок.
67490	Л. П. Радин	«Смело, товарищи, в ногу!..»	Д3	6	5	Свергнем могучей рукою\nГнет роковой навсегда\nИ водрузим над землею\nКрасное знамя труда!
67933	А. К. Лозина-Лозинский	Il mare, «На пароходе их двое...»	Д3	3	0	На пароходе их двое\nНе расставалось весь путь.\nВ Джэн было что-то простое,\nДжон был подвижен, как ртуть.
67955	А. К. Лозина-Лозинский	«Эй, брат, смениться б недурно!..»	Д3	3	0	Эй, брат, смениться б недурно!\nСлышь!  я устал за рулем…»\nВышел на палубу.  Бурно.\nКрэн.  Бейдевиндом идем.
67957	А. К. Лозина-Лозинский	«В койке лежу я угрюмо...»	Д3	3	1	Где-то ритмично качает\nСнасть отвинтившийся блок,\nМерно идет, проплывает\nКверху и вниз потолок.
68123	В. И. Кривич	Последняя страница, «Люди метались, как звери...»	Д3	3	2	А под березой разлатой\nНа перекрестке дорог\nПлакали жалко пенаты,\nВ серенький сжавшись комок
68893	К. М. Симонов	«Вот и унесся, как гонщик...»	Д3	5	0	Вот и унесся, как гонщик,\nМчавший нас синий экспресс!\nВ узкоколейный вагончик\nЯ по-домашнему влез.
70694	Ф. К. Сологуб	Ариадна, «Где ты, моя Ариадна...»	Д3	6	5	Где ж ты, моя Ариадна?\nГде путеводная нить?\nТолько она мне поможет\nДверь Лабиринта открыть.
70885	Ф. К. Сологуб	Ангел благого молчания, «Грудь ли томится от зною...»	Д3	6	2	Кротко потуплены очи,\nСтан твой окутала мгла,\nТонкою влагою ночи\nВеют два легких крыла.
70948	Ф. К. Сологуб	«Близ одинокой избушки...»	Д3	3	0	Близ одинокой избушки\nМолча глядим в небеса.\nГлупые стонут лягушки,\nМочит нам платье роса.
71050	Ф. К. Сологуб	«Как же богат я слезами!..»	Д3	2	0	Как же богат я слезами!\nПадают с неба дождем,\nТихо струятся ручьями,\nБьют и сверкают ключом.
71065	Ф. К. Сологуб	«Все, что вокруг себя знаю...»	Д3	3	1	Или иного забавит\nРовная плоскость игры,\nГде он улыбчиво ставит\nМалые наши миры?
71648	С. М. Соловьев	«Теплая зимняя вьюга...»	Д3	3	0	Теплая зимняя вьюга…\nВсе голубей вечера.\nВесть подает мне подруга:\nМатерь-невеста-сестра.
71879	А. А. Штейнберг	«Где я найду себе место...»	Д3	8	0	Где я найду себе место\nВ этой юдоли?  / Нигде.\nЛистья кудрявого рдеста\nМягко лежат на воде.
72627	А. А. Тарковский	Мусорщик, «Мусорщик, ветреник, спорщик...»	Д3	5	3	Ладит подошву из жести\nСпорщик, ― стучит о гранит\nИ колокольчиком чести\nПозже других говорит.
73003	А. И. Тиняков	Сумерки, «Черные впадины окон...»	Д3	3	0	Черные впадины окон\nНежно целует закат,\nЗемлю и дали облёк он\nВ розово-грустный наряд.
73065	А. И. Тиняков	Искренняя песенка, «Я до конца презираю...»	Д3	2	0	Я до конца презираю\nИстину, совесть и честь,\nТолько всего и желаю:\nБражничать блудно да есть.
73144	А. И. Тиняков	«Видится край мне далекий...»	Д3	5	3	Хочется крикнуть там: «Братья!\nВстаньте, довольно вам спать!\nИль Вы под гнетом проклятья\nБудете вечно лежать?»
73209	А. И. Тиняков	Видение, «Небо Грехом окаймилось...»	Д3	4	3	Близки реченные трубы,\nВеет могильная тень.\nЖизнь истомленные губы\nК Смерти прижмет в этот день!
73232	А. И. Тиняков	В заброшенной усадьбе, «Окна в теплицах разбиты...»	Д3	4	3	Снова в тоске и в надежде\nСтарые лица живут,\nГолые ноги, как прежде\nПруду о страсти поют…
73652	А. Т. Твардовский	«Утренник лег на дорогу...»	Д3	3	0	Утренник лег на дорогу\nРовным сухим полотном.\nНе торопясь, понемногу\nСолнце встает над бугром.
73806	А. Т. Твардовский	«В поле, ручьями изрытом...»	Д3	4	3	Можно сказать: неужели\nПравда,.что где-то вдали\nЖены без нас постарели,\nДети без нас подросли?..
73885	А. Т. Твардовский	Горные тропы, «Горные тропы моложе...»	Д3	9	0	Горные тропы моложе\nНыне исчезнувших рек,\nЧье отслужившее ложе\nВ дебрях обрел человек.
74204	Н. Н. Ушаков	Москва деревянная, «Узкие, легкие санки...»	Д3	4	0	Узкие, легкие санки.\nТы хороша, как зима.\nГлянешь ― / от гордой осанки\nмногие сходят с ума!
75218	Ю. Н. Верховский	«Тяжкими темными снами...»	Д3	3	1	Слухом, дыханьем, глазами\nВ мире мне милых теней\nВеянье вечности чую\nСлаще, желанней, ясней.
75280	Ю. Н. Верховский	Годовщины, «Мерно плывут годовщины...»	Д3	4	1	С мерным и медленным плеском,\nС грохотом, быстры и злы,\nРадужным светятся блеском,\nТучами тмятся валы.
75438	Ю. Н. Верховский	Любови Яковлевне Гуревич, «Пусть мой привет запоздалый…»	Д3	6	3	Дух окрыленный ― за дело,\nСнова к труду от труда,\nТворческой воли всецело\nНовая ждет череда;
76769	М. А. Волошин	Ночь, «Вечер за днем беспокойным...»	Д3	4	3	В горний простор без усилья\nВзвились громады камней…\nПтичьи упругие крылья ―\nКрылья у старых церквей!
77982	В. Ф. Ходасевич	«О золотое светило!..»	Д3	6	1	Видишь!  Ты видишь!  Я ― смелый,\nШел неуклонно к тебе,\nБился рукою умелой,\nОтдал себя я ― Судьбе.
77986	В. Ф. Ходасевич	Ангелы, «Близкие, нежные тени...»	Д3	3	2	Песни прощаний, привета,\nАнгелы светлых лучей!\nКрыльями сердце согрето.\nПойте же, пойте ― скорей!
78286	Н. А. Заболоцкий	Оттепель, «Оттепель после метели...»	Д3	5	0	Оттепель после метели.\nТолько утихла пурга,\nРазом сугробы осели\nИ потемнели снега.
